prior_covariance_inverse
11.759058361987686
-9.773753282086355
-7.388263017171953
2.202468274841793
6.30120481123825
0.8212901436110805
-0.14485431001454419
-1.3504609192901709
-1.1427887426189005
0.10908327989912864
-0.019185405643646396
0.19350982580274365
0.3955087741312273
0.12294899956039682
-0.04871456053074886
0.00856622408278512
-0.014062933959505317
-0.08978705047379694
-0.07781248394377163
0.0007606882991493084
0.00901957365061155
-0.0015860286760303668
-0.0017817411852219245
0.014534737882511323
0.02572976817847885
0.010146261508606664
-0.0038241724995948675
-0.000834909838786236
0.00014681289982606274
0.0008646312474259063
-0.0014135520754886188
-0.006051714326646242
-0.005319417323411048
-0.0004175727046741699
0.0009712292399190279
-6.240743817728413e-05
1.0973899185321536e-05
-0.0001696902853497966
-4.847537974097175e-05
0.001054488456805682
0.0017205287372889081
0.0007737526254219871
-0.0002028832167014952
-0.00013500257041466955
4.240151380660448e-05
-7.4560012297449676e-06
1.7454994780706186e-05
5.601357198342247e-05
-0.00012092439929944703
-0.0004132764072753366
-0.0003669849655879113
-5.330509389857248e-05
6.829569681558034e-05
4.716362583115908e-06
-9.104948391822245e-06
1.6010396868166215e-06
7.763446688192129e-07
-1.3497090164746703e-05
1.4842714231714815e-06
7.565981123340321e-05
0.00011687256853144342
5.7320368320196906e-05
-9.982409403403337e-06
-1.1956712551105155e-05
3.0971703158332773e-06
1.0275763844595793e-06
-1.8069191629879585e-07
-7.641485581449709e-07
1.8423911355495984e-06
3.4039005208419507e-06
-9.645664203245577e-06
-2.8470812226355587e-05
-2.5483872053611705e-05
-5.027265251365049e-06
4.55868305820948e-06
1.011442974071481e-06
-9.762346204241275e-07
2.5245753290255974e-08
-4.439284134400808e-09
1.7738007715193164e-07
-6.04813539624151e-08
-9.907246198696764e-07
3.9526692380856063e-07
5.403050134542896e-06
8.018875327322091e-06
4.189625860742095e-06
-4.415073671345078e-07
-9.431346971735081e-07
1.1913936431522758e-07
1.5852725817741368e-07
-4.05297130447335e-08
7.1268585263692295e-09
-2.21803341307862e-08
-4.368210428154655e-08
1.6283752502957798e-07
1.999853353115223e-07
-7.425397007506434e-07
-1.9734330304674383e-06
-1.7778125541461443e-06
-4.261577713193774e-07
2.976597193612007e-07
1.1033115790249454e-07
-6.572939753121198e-08
-1.0083763156594803e-08
9.969593677419852e-09
-1.7530813412356053e-09
6.692859409147232e-11
