loss,accuracy
0.4984254539012909,0.8784000277519226
0.4866023063659668,0.8790000081062317
0.479899525642395,0.8791999816894531
0.4784747362136841,0.8809000253677368
0.47510698437690735,0.8810999989509583
0.47575843334198,0.8816999793052673
0.474975049495697,0.8809999823570251
0.47305822372436523,0.8813999891281128
0.47122204303741455,0.882099986076355
0.4735303521156311,0.8827999830245972
0.4696790874004364,0.8824999928474426
0.46995341777801514,0.8823000192642212
0.47015511989593506,0.883400022983551
0.46945422887802124,0.8827999830245972
0.46881183981895447,0.8834999799728394
0.4684140980243683,0.8830000162124634
0.4664475917816162,0.8834999799728394
0.46493589878082275,0.8837000131607056
0.4708915948867798,0.8833000063896179
0.4675023555755615,0.883400022983551
0.46769100427627563,0.8844000101089478
0.4675524830818176,0.883899986743927
0.46766605973243713,0.8835999965667725
0.4692951738834381,0.8842999935150146
0.469596266746521,0.8828999996185303
0.468590646982193,0.883899986743927
0.4643975496292114,0.883899986743927
0.4679006338119507,0.8835999965667725
0.46479764580726624,0.8834999799728394
0.46527278423309326,0.8845000267028809
0.46686458587646484,0.8841999769210815
0.46842435002326965,0.8849999904632568
0.4665721356868744,0.8844000101089478
0.46511852741241455,0.8835999965667725
0.46618303656578064,0.8840000033378601
0.4678279757499695,0.8845999836921692
0.4642208516597748,0.8844000101089478
0.46781766414642334,0.8837000131607056
0.4663843512535095,0.8845000267028809
0.4662960469722748,0.8841999769210815
0.4686858654022217,0.8845999836921692
0.46360719203948975,0.8847000002861023
0.4673883318901062,0.8847000002861023
0.4659757912158966,0.8847000002861023
0.4687448740005493,0.8841000199317932
0.46779534220695496,0.8841000199317932
0.46744009852409363,0.8841999769210815
0.4660516381263733,0.8847000002861023
0.4665282368659973,0.8844000101089478
0.4663375914096832,0.8845000267028809
0.46643200516700745,0.8845999836921692
0.46690690517425537,0.8844000101089478
0.46586138010025024,0.8847000002861023
0.4663957953453064,0.8841000199317932
0.46781790256500244,0.8845999836921692
0.4638688564300537,0.8845999836921692
0.4640851616859436,0.8845999836921692
0.4660762846469879,0.8844000101089478
0.46363452076911926,0.8845000267028809
0.46590542793273926,0.8841000199317932
0.4657233953475952,0.8845000267028809
0.4666200876235962,0.8845000267028809
0.4672834575176239,0.8845000267028809
0.46507176756858826,0.8842999935150146
0.4648336172103882,0.8841999769210815
0.4659619629383087,0.8840000033378601
0.46469253301620483,0.8848000168800354
0.46778926253318787,0.8845000267028809
0.4648231267929077,0.8842999935150146
0.46856868267059326,0.8845000267028809
0.46696215867996216,0.8845999836921692
0.4656287729740143,0.8844000101089478
0.46587663888931274,0.8842999935150146
0.46914568543434143,0.8844000101089478
0.46533748507499695,0.8845999836921692
0.46798810362815857,0.8845999836921692
0.4674971103668213,0.8845999836921692
0.4647449254989624,0.8845999836921692
0.4683854281902313,0.8845000267028809
0.4669865667819977,0.8845000267028809
0.465422123670578,0.8845999836921692
0.4674328565597534,0.8844000101089478
0.46545490622520447,0.8844000101089478
0.4646102786064148,0.8847000002861023
0.4673241376876831,0.8845000267028809
0.465681791305542,0.8845000267028809
0.4681462049484253,0.8845999836921692
0.46659964323043823,0.8844000101089478
0.4651830792427063,0.8845999836921692
0.466715931892395,0.8845000267028809
0.4643559157848358,0.8845999836921692
0.4675525426864624,0.8845999836921692
0.46498700976371765,0.8845999836921692
0.4645441174507141,0.8847000002861023
0.46567243337631226,0.8845999836921692
0.46380528807640076,0.8845000267028809
0.46571609377861023,0.8845999836921692
0.4677690863609314,0.8845999836921692
0.4632645547389984,0.8845999836921692
0.4681377708911896,0.8845000267028809
