loss,accuracy
0.029415547847747803,0.9337000250816345
0.013362101279199123,0.9347000122070312
0.012173458002507687,0.9345999956130981
0.011609302833676338,0.934499979019165
0.011438574641942978,0.9347000122070312
0.011395089328289032,0.9351000189781189
0.011317715980112553,0.9348999857902527
0.011225857771933079,0.9352999925613403
0.011211994104087353,0.9351000189781189
0.011217202059924603,0.9355999827384949
0.011154074221849442,0.9351999759674072
0.011174362152814865,0.9351000189781189
0.011206978932023048,0.9354000091552734
0.011108199134469032,0.9351000189781189
0.011084888130426407,0.935699999332428
0.011103000491857529,0.9355999827384949
0.011140107177197933,0.9354000091552734
0.011083334684371948,0.9359999895095825
0.011163285933434963,0.9358999729156494
0.011174149811267853,0.935699999332428
0.011114412918686867,0.9358999729156494
0.011104051023721695,0.9358999729156494
0.011081253178417683,0.9354000091552734
0.011083526536822319,0.9354000091552734
0.010990940034389496,0.9358000159263611
0.011137808673083782,0.9354000091552734
0.01110962312668562,0.9352999925613403
0.01106959767639637,0.935699999332428
0.011112482286989689,0.9355000257492065
0.011002818122506142,0.935699999332428
0.011017580516636372,0.9362999796867371
0.011079221963882446,0.9359999895095825
0.010937700979411602,0.9363999962806702
0.010975672863423824,0.9363999962806702
0.011002625338733196,0.9363999962806702
0.011004003696143627,0.9368000030517578
0.010995193384587765,0.9362000226974487
0.010871080681681633,0.9366999864578247
0.011054351925849915,0.9370999932289124
0.011031352914869785,0.9366999864578247
0.01100283581763506,0.9366000294685364
0.010944297537207603,0.9380999803543091
0.010972321964800358,0.9376999735832214
0.01097685657441616,0.9373999834060669
0.010868104174733162,0.9381999969482422
0.01084199734032154,0.9376000165939331
0.010926865041255951,0.9380999803543091
0.010906384326517582,0.9380000233650208
0.010837644338607788,0.9383000135421753
0.010876341722905636,0.9379000067710876
0.010772449895739555,0.9376999735832214
0.010790891014039516,0.9377999901771545
0.010958343744277954,0.9380000233650208
0.01083564292639494,0.9381999969482422
0.010785366408526897,0.9387999773025513
0.010808747261762619,0.9388999938964844
0.010813497938215733,0.9380000233650208
0.010784320533275604,0.9398000240325928
0.010794348083436489,0.9387999773025513
0.010594711638987064,0.9388999938964844
0.010658519342541695,0.9398000240325928
0.010705046355724335,0.9391000270843506
0.010697007179260254,0.9398999810218811
0.01061289757490158,0.9397000074386597
0.010586545802652836,0.9397000074386597
0.010705760680139065,0.9397000074386597
0.010660056956112385,0.9398999810218811
0.01064825989305973,0.9394999742507935
0.010643333196640015,0.9398000240325928
0.01070533785969019,0.9391000270843506
0.010604462586343288,0.9395999908447266
0.010530829429626465,0.939300000667572
0.010619846172630787,0.9398999810218811
0.010565344244241714,0.9394000172615051
0.010597910732030869,0.9398000240325928
0.010500782169401646,0.9404000043869019
0.010378485545516014,0.940500020980835
0.010476863011717796,0.9402999877929688
0.01047347392886877,0.9405999779701233
0.010548196732997894,0.940500020980835
0.010415921919047832,0.941100001335144
0.01044467557221651,0.9406999945640564
0.010459770448505878,0.9404000043869019
0.010517090559005737,0.9401000142097473
0.010441668331623077,0.9409999847412109
0.010379809886217117,0.940500020980835
0.010388144291937351,0.941100001335144
0.01035434938967228,0.9409000277519226
0.01034785807132721,0.940500020980835
0.010327369906008244,0.941100001335144
0.010374687612056732,0.9416000247001648
0.010379062965512276,0.9406999945640564
0.01033005304634571,0.9412999749183655
0.010238301940262318,0.9417999982833862
0.010287409648299217,0.9416000247001648
0.010303525254130363,0.9415000081062317
0.010284332558512688,0.9413999915122986
0.010282996110618114,0.9419999718666077
0.010334620252251625,0.9423999786376953
0.01021000649780035,0.9417999982833862
0.010190311819314957,0.9422000050544739
0.010282360948622227,0.9423999786376953
0.010215172544121742,0.9417999982833862
0.01020547840744257,0.9427000284194946
0.01023142784833908,0.9419999718666077
0.010228144004940987,0.9423999786376953
0.01013123244047165,0.942799985408783
0.010249911807477474,0.9419000148773193
0.010158265009522438,0.9424999952316284
0.010074257850646973,0.9422000050544739
0.010174614377319813,0.9433000087738037
0.010134443640708923,0.9434999823570251
0.010099721141159534,0.9438999891281128
0.010097026824951172,0.9423999786376953
0.010153494775295258,0.9430000185966492
0.010021119378507137,0.942799985408783
0.010019630193710327,0.9430999755859375
0.010062385350465775,0.9427000284194946
